stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
891085001801,"Nobles Hospital main entrance, towards Douglas",,54.17249298095703,-4.50611686706543,,,,,,0
891085013108,"Cronkbourne Village, shelter",,54.168949127197266,-4.4968132972717285,,,,,,0
891085013114,"Cronkbourne Village, Cedar Walk",,54.169700622558594,-4.49306058883667,,,,,,0
891085003120,"Douglas, Watterson Lane, Thomas Keig Road",,54.17177200317383,-4.4872612953186035,,,,,,0
891085003122,"Douglas, Watterson Lane, Cemetery",,54.17415237426758,-4.484253883361816,,,,,,0
891085003124,"Douglas, Watterson Lane, Cronk-y-Berry",,54.17658233642578,-4.48061990737915,,,,,,0
891085013401,"Hailwood Avenue, Cat with no Tail",,54.178955078125,-4.478339672088623,,,,,,0
891085013403,"Hailwood Avenue, Campion Way shelter",,54.179420471191406,-4.476466655731201,,,,,,0
891085013405,"Hailwood Avenue, No 10",,54.17752456665039,-4.472858905792236,,,,,,0
891085013908,"Hillberry Road/Highfield Crescent",,54.178768157958984,-4.467053413391113,,,,,,0
891085013906,"Hilberry Road/Birch Hill Crescent",,54.17824172973633,-4.463789939880371,,,,,,0
891085013904,"Hillberry Road/Birch Hill Avenue",,54.1767578125,-4.460672855377197,,,,,,0
891085013902,"Onchan, Avondale Road/Precinct",,54.175567626953125,-4.457089424133301,,,,,,0
891085003220,"Onchan, Royal Court shelter",,54.17329788208008,-4.45392370223999,,,,,,0
891085003218,"Onchan, Royal Avenue, Central Drive shelter",,54.17081069946289,-4.453231334686279,,,,,,0
891085003216,"Onchan, Royal Drive",,54.16948699951172,-4.452409267425537,,,,,,0
891085003214,"Onchan, No 24 Falkland Drive",,54.16908264160156,-4.451423168182373,,,,,,0
891085003226,"Onchan, Port Jack shelter",,54.16769790649414,-4.4515604972839355,,,,,,0
891085000124,"Douglas, Derby Castle, MER Station",,54.166900634765625,-4.460755825042725,,,,,,0
891085020113,"Douglas Queens Promenade, Crescent Hotel",,54.165978,-4.465165,,,,,,0
891085020114,"Douglas Queens Promenade, Little Switzerland",,54.1641731262207,-4.468143463134766,,,,,,0
891085020115,"Douglas Central Promenade, Palace Terrace",,54.16282,-4.470481,,,,,,0
891085020116,"Douglas Central Promenade, Empress Drive",,54.16069030761719,-4.473689079284668,,,,,,0
891085020117,"Douglas Central Promenade, Esplanade",,54.158406,-4.475888,,,,,,0
891085020118,"Douglas Harris Promenade, Villa Marina shelter",,54.156606,-4.477379,,,,,,0
891085020119,"Douglas, Harris Promenade, Rendezvous",,54.154378,-4.478012,,,,,,0
891085020120,"Douglas, Loch Promenade",,54.15281295776367,-4.478176593780518,,,,,,0
891085020164,"Douglas, Loch Promenade, Bottleneck car park",,54.149139404296875,-4.475071430206299,,,,,,0
891085000109,"Lord Street, Hanover House",,54.148193359375,-4.481873035430908,,,,,,0
891085000110,"Lord Street, Clinchs House",,54.14798355102539,-4.484288692474365,,,,,,0
891085000111,"Douglas, Peel Road, Brown Bobby Shelter",,54.149696350097656,-4.490902900695801,,,,,,0
891085000112,"Douglas, Peel Road, Hills Meadow",,54.150049,-4.493898,,,,,,0
891085000169,"Douglas, Pulrose Bridge, southbound",,54.1500129699707,-4.501522064208984,,,,,,0
891085000203,"Douglas, Power Station, southbound",,54.150325775146484,-4.5030012130737305,,,,,,0
891085000205,"Douglas, National Sports Centre, southbound",,54.1520881652832,-4.505209922790527,,,,,,0
891085000207,"Douglas, Groves Road, Springfield Avenue",,54.15305709838867,-4.507902145385742,,,,,,0
891085000209,"Douglas, New Castletown Road, Spring Valley",,54.152610778808594,-4.510059833526611,,,,,,0
891085010301,"New Castletown Road, Anagh Coar entrance",,54.149757385253906,-4.515509605407715,,,,,,0
891085010303,"New Castletown Road, Hampton Farm Estate",,54.14828109741211,-4.517818927764893,,,,,,0
891085010305,"New Castletown Road, Four Roads Shelter",,54.145751953125,-4.521950721740723,,,,,,0
891085000301,"Richmond Hill, Horses Home southbound",,54.141204833984375,-4.539491176605225,,,,,,0
891085000303,"Richmond Hill, Rosehill Farm",,54.14039611816406,-4.546112060546875,,,,,,0
891085000305,"Mount Murray, The Forge, entrance",,54.13971710205078,-4.548260688781738,,,,,,0
891085000307,"Mount Murray, Knock Froy Lane",,54.13510513305664,-4.562323093414307,,,,,,0
891085000309,"Newtown, towards Castletown",,54.13081359863281,-4.566148281097412,,,,,,0
891085000311,"Santon, Brown Cow Hill. Manncat",,54.12126922607422,-4.579390048980713,,,,,,0
891085000313,"Santon, Old School, towards Castletown",,54.121119,-4.579486,,,,,,0
891085000315,"Santon Station, towards Castletown",,54.11872863769531,-4.586131572723389,,,,,,0
891085010401,"Fairy Bridge southbound",,54.114986419677734,-4.594559669494629,,,,,,0
891085010403,"Orrisdale Road",,54.10742950439453,-4.6062726974487305,,,,,,0
891085010407,"Orrisdale Road, Ballacreggan",,54.103973388671875,-4.613951683044434,,,,,,0
891085000401,"Ballasalla, Glashen Close",,54.100826263427734,-4.620806694030762,,,,,,0
891085000403,"Ballasalla, Ballahick Farm Lane",,54.09942626953125,-4.624734878540039,,,,,,0
891085000405,"Ballasalla, Douglas Road southbound",,54.097869873046875,-4.629201889038086,,,,,,0
891085000407,"Ballasalla, The Paddocks",,54.09665298461914,-4.629876136779785,,,,,,0
891085000409,"Ballasalla, Sycamores",,54.09416580200195,-4.630006313323975,,,,,,0
891085000501,"Airport cargo terminal, towards Castletown",,54.08896,-4.63249,,,,,,0
891085000503,"Ronaldsway Airport entrance, towards Castletown",,54.086762,-4.634823,,,,,,0
891085000601,"Castletown, Brookfield Avenue",,54.082374572753906,-4.640292644500732,,,,,,0
891085000603,"Castletown, King Williams College entrance",,54.08064651489258,-4.642192363739014,,,,,,0
891085000605,"Castletown, Janets Corner entrance",,54.079193115234375,-4.643761157989502,,,,,,0
891085000607,"Castletown, Victoria Road, Bowling Green Road",,54.078025817871094,-4.6458258628845215,,,,,,0
891085000609,"Castletown, Railway Station, southbound",,54.07789611816406,-4.649123191833496,,,,,,0
891085000611,"Castletown, Victoria Road School",,54.0770149230957,-4.6506805419921875,,,,,,0
891085000613,"Castletown, Victoria Road, Brewery Wharf",,54.075313568115234,-4.652285575866699,,,,,,0
891085000615,"Castletown Square",,54.07302474975586,-4.653045654296875,,,,,,0
891085000617,"Castletown, Farrants Way",,54.07384490966797,-4.658061504364014,,,,,,0
891085000619,"Castletown, Castle Rushen High School",,54.075439453125,-4.660914421081543,,,,,,0
891085000621,"Castletown, Red Gap",,54.076656341552734,-4.662857532501221,,,,,,0
891085000623,"Castletown, Ballalough",,54.07809066772461,-4.6641950607299805,,,,,,0
891085000701,"Ballakeighen",,54.08350372314453,-4.6745195388793945,,,,,,0
891085000703,"Ballabeg Station",,54.092105865478516,-4.675292491912842,,,,,,0
891085000705,"Ballabeg, Duck Street",,54.096778869628906,-4.675847053527832,,,,,,0
891085000707,"Ballabeg, Friary Park Farm",,54.099273681640625,-4.678248405456543,,,,,,0
891085000709,"Ballabeg Hall, shelter",,54.100586,-4.680236,,,,,,0
891085000711,"Ballabeg, Vicarage Close shelter",,54.099708557128906,-4.682703971862793,,,,,,0
891085010701,"Colby, Keyhole farm entrance",,54.09654998779297,-4.696340084075928,,,,,,0
891085010703,"Colby Bridge, Methodist Church",,54.09611511230469,-4.705254554748535,,,,,,0
891085010705,"Colby, opposite Belle Abbey Chapel",,54.09550094604492,-4.7106146812438965,,,,,,0
891085010707,"Colby, Level southbound",,54.09356689453125,-4.716678142547607,,,,,,0
891085010709,"Colby, Croit-e-Caley junction",,54.09233856201172,-4.721254825592041,,,,,,0
891085010711,"Colby, opposite Carrick Bay View",,54.091694,-4.725616,,,,,,0
891085011901,"Ballagawne, Nursery",,54.090355,-4.733525,,,,,,0
891085011903,"Ballafesson, shelter",,54.092029,-4.741509,,,,,,0
891085011905,"Ballafesson Road",,54.09175,-4.743028,,,,,,0
891085011907,"Ballafesson Road, Barracks Road junction",,54.090450286865234,-4.744551658630371,,,,,,0
891085000801,"Port Erin, Ponyfields entrance",,54.08854675292969,-4.747809886932373,,,,,,0
891085000802,"Port Erin, Ballafesson Road, Marashen Crescent",,54.086727142333984,-4.750063419342041,,,,,,0
891085000804,"Port Erin, Station Road shelter",,54.085166931152344,-4.7536821365356445,,,,,,0
891085000805,"Port Erin Railway Station",,54.08525466918945,-4.756823539733887,,,,,,0
891085000909,"Port St Mary Harbour, Albert Hotel",,54.071598052978516,-4.737665176391602,,,,,,0
891085040104,"Castle Rushen High School",,54.075225830078125,-4.661258697509766,,,,,,0
891085000620,"Castletown, Arbory Road",,54.07498550415039,-4.659453868865967,,,,,,0
891085000618,"Castletown, Farrants Way, Tesco",,54.07381057739258,-4.656741142272949,,,,,,0
891085000616,"Castletown Square, Co-Op",,54.072967529296875,-4.653258323669434,,,,,,0
891085000614,"Castletown, Victoria Road, bridge",,54.075347900390625,-4.6524224281311035,,,,,,0
891085000612,"Castletown, Victoria Road, riverside",,54.07672882080078,-4.651165008544922,,,,,,0
891085000610,"Castletown, Railway Station, northbound",,54.07770919799805,-4.6493120193481445,,,,,,0
891085000608,"Castletown, Victoria Road, The Meadows",,54.078128814697266,-4.645808696746826,,,,,,0
891085000606,"Castletown, Janets Corner",,54.07908630371094,-4.644127368927002,,,,,,0
891085000604,"Castletown, King Williams College shelter",,54.08110809326172,-4.641861915588379,,,,,,0
891085000602,"Castletown, Brookfield Avenue entrance",,54.082332611083984,-4.64052152633667,,,,,,0
